0.0044318500	0.0044318500	0.0008145350	0.0000665000
0.0045122600	0.0045122600	0.0008145350	0.0000665000
0.0045939700	0.0045947570	0.0008278350	0.0001031633
0.0046769900	0.0046777870	0.0008382085	0.0001155118
0.0047613400	0.0047621460	0.0008508140	0.0001271105
0.0048470300	0.0048478500	0.0008639830	0.0001327725
0.0049340900	0.0049349200	0.0008777255	0.0001373703
0.0050225300	0.0050233730	0.0008916515	0.0001399818
0.0051123800	0.0051132290	0.0009057595	0.0001420270
0.0052036400	0.0052045030	0.0009200525	0.0001439017
0.0052963400	0.0052972160	0.0009345365	0.0001457965
0.0053905000	0.0053913870	0.0009492120	0.0001476990
0.0054861400	0.0054870360	0.0009640770	0.0001496073
0.0055832700	0.0055841800	0.0009791310	0.0001515347
0.0056819200	0.0056828390	0.0009943790	0.0001534940
0.0057821000	0.0057830320	0.0010098250	0.0001554845
0.0058838300	0.0058847790	0.0010254740	0.0001574940
0.0059871500	0.0059881030	0.0010413240	0.0001595108
0.0060920500	0.0060930200	0.0010573750	0.0001615360
0.0061985700	0.0061995530	0.0010736300	0.0001635737
0.0063067300	0.0063077220	0.0010900875	0.0001656342
0.0064165400	0.0064175460	0.0011067520	0.0001677278
0.0065280300	0.0065290470	0.0011236280	0.0001698513
0.0066412100	0.0066422450	0.0011407205	0.0001719885
0.0067561200	0.0067571650	0.0011580280	0.0001741225
0.0068727700	0.0068738260	0.0011755460	0.0001762575
0.0069911800	0.0069922490	0.0011932765	0.0001784107
0.0071113700	0.0071124550	0.0012112235	0.0001805955
0.0072333700	0.0072344670	0.0012293915	0.0001828150
0.0073572000	0.0073583070	0.0012477825	0.0001850660
0.0074828700	0.0074839960	0.0012664010	0.0001873413
0.0076104200	0.0076115590	0.0012852500	0.0001896265
0.0077398700	0.0077410190	0.0013043270	0.0001919127
0.0078712300	0.0078723970	0.0013236325	0.0001942010
0.0080045400	0.0080057180	0.0013431665	0.0001964975
0.0081398100	0.0081410030	0.0013629295	0.0001988147
0.0082770700	0.0082782760	0.0013829255	0.0002011625
0.0084163400	0.0084175600	0.0014031570	0.0002035455
0.0085576400	0.0085588780	0.0014236305	0.0002059583
0.0087010100	0.0087022570	0.0014443470	0.0002083865
0.0088464500	0.0088477180	0.0014653075	0.0002108202
0.0089940100	0.0089952890	0.0014865120	0.0002132552
0.0091437000	0.0091449920	0.0015079575	0.0002157020
0.0092955400	0.0092968510	0.0015296485	0.0002181718
0.0094495700	0.0094508920	0.0015515880	0.0002206578
0.0096058000	0.0096071380	0.0015737805	0.0002231335
0.0097642600	0.0097656170	0.0015962225	0.0002255790
0.0099249800	0.0099263540	0.0016189015	0.0002280382
0.0100880000	0.0100893720	0.0016418150	0.0002306213
0.0102533000	0.0102546880	0.0016649895	0.0002334048
0.0104209000	0.0104223300	0.0016884690	0.0002363175
0.0105909000	0.0105923400	0.0017122660	0.0002391535
0.0107633000	0.0107647500	0.0017363410	0.0002417547
0.0109381000	0.0109395800	0.0017606550	0.0002441330
0.0111154000	0.0111168600	0.0017851750	0.0002464510
0.0112951000	0.0112965900	0.0018099200	0.0002488870
0.0114773000	0.0114788100	0.0018349250	0.0002514950
0.0116620000	0.0116635400	0.0018602050	0.0002542450
0.0118493000	0.0118508200	0.0018857650	0.0002570900
0.0120391000	0.0120406600	0.0019116100	0.0002600025
0.0122315000	0.0122331000	0.0019377650	0.0002629275
0.0124266000	0.0124281800	0.0019642050	0.0002658300
0.0126243000	0.0126259100	0.0019909300	0.0002687225
0.0128247000	0.0128263300	0.0020179450	0.0002715925
0.0130278000	0.0130294600	0.0020452600	0.0002743800
0.0132337000	0.0132353500	0.0020728450	0.0002770525
0.0134423000	0.0134440000	0.0021006800	0.0002797050
0.0136538000	0.0136554600	0.0021287650	0.0002824850
0.0138680000	0.0138697200	0.0021571350	0.0002854650
0.0140851000	0.0140868400	0.0021858450	0.0002885075
0.0143051000	0.0143068500	0.0022148650	0.0002914325
0.0145280000	0.0145297800	0.0022441650	0.0002942225
0.0147539000	0.0147556600	0.0022737050	0.0002970425
0.0149827000	0.0149844900	0.0023035300	0.0003000375
0.0152145000	0.0152163200	0.0023336900	0.0003031150
0.0154493000	0.0154511800	0.0023641850	0.0003060850
0.0156873000	0.0156891300	0.0023949450	0.0003089375
0.0159283000	0.0159301500	0.0024259500	0.0003118800
0.0161724000	0.0161742800	0.0024572700	0.0003150000
0.0164196000	0.0164215500	0.0024889500	0.0003181225
0.0166701000	0.0166720300	0.0025209450	0.0003210800
0.0169238000	0.0169257200	0.0025531850	0.0003239900
0.0171807000	0.0171826400	0.0025856950	0.0003271000
0.0174408000	0.0174428100	0.0026185550	0.0003304250
0.0177043000	0.0177063000	0.0026517900	0.0003337175
0.0179711000	0.0179731300	0.0026853500	0.0003367675
0.0182413000	0.0182433400	0.0027191800	0.0003396300
0.0185149000	0.0185169400	0.0027532650	0.0003425400
0.0187919000	0.0187939600	0.0027876400	0.0003456775
0.0190723000	0.0190744200	0.0028223700	0.0003489700
0.0193563000	0.0193583900	0.0028574500	0.0003521925
0.0196437000	0.0196458700	0.0028928500	0.0003552150
0.0199348000	0.0199369300	0.0029285200	0.0003581200
0.0202294000	0.0202315500	0.0029644500	0.0003611400
0.0205276000	0.0205297800	0.0030007000	0.0003643825
0.0208294000	0.0208316400	0.0030373100	0.0003677325
0.0211350000	0.0211372000	0.0030742700	0.0003710050
0.0214442000	0.0214464600	0.0031115350	0.0003741675
0.0217572000	0.0217594700	0.0031491050	0.0003773275
0.0220740000	0.0220762500	0.0031869750	0.0003806025
0.0223945000	0.0223968200	0.0032252000	0.0003839675
0.0227189000	0.0227212400	0.0032637850	0.0003872500
0.0230472000	0.0230495400	0.0033026900	0.0003903550
0.0233794000	0.0233817500	0.0033418700	0.0003933825
0.0237155000	0.0237178800	0.0033813450	0.0003964975
0.0240556000	0.0240579800	0.0034211400	0.0003997500
0.0243996000	0.0244020600	0.0034612900	0.0004030525
0.0247478000	0.0247502000	0.0035017700	0.0004062900
0.0250999000	0.0251023800	0.0035425550	0.0004094875
0.0254562000	0.0254586700	0.0035836650	0.0004126975
0.0258166000	0.0258190800	0.0036250800	0.0004159750
0.0261811000	0.0261836400	0.0036668500	0.0004192875
0.0265499000	0.0265524100	0.0037089500	0.0004225325
0.0269228000	0.0269253900	0.0037513750	0.0004256775
0.0273001000	0.0273026500	0.0037941000	0.0004287525
0.0276816000	0.0276841800	0.0038371150	0.0004318675
0.0280674000	0.0280700300	0.0038804550	0.0004350750
0.0284576000	0.0284602300	0.0039241250	0.0004383525
0.0288522000	0.0288548200	0.0039681200	0.0004416825
0.0292511000	0.0292538100	0.0040124550	0.0004450550
0.0296546000	0.0296572700	0.0040571300	0.0004484400
0.0300625000	0.0300652000	0.0041021400	0.0004517825
