-1.3169300000	-1.3169300000	-0.0419550000	-0.0245200000
-1.3183600000	-1.3183600000	-0.0419550000	-0.0245200000
-1.3234800000	-1.3253210000	-0.0468590000	0.0525685000
-1.3345300000	-1.3308020000	-0.0347775000	0.1005202500
-1.3365800000	-1.3337970000	-0.0163935000	0.0952767500
-1.3314200000	-1.3326270000	-0.0045695000	0.0339557500
-1.3362700000	-1.3325230000	-0.0070820000	-0.0398627500
-1.3203600000	-1.3312680000	-0.0215795000	-0.0667972500
-1.3400100000	-1.3373500000	-0.0332780000	-0.0333587500
-1.3472600000	-1.3419370000	-0.0297040000	0.0122482500
-1.3419500000	-1.3438550000	-0.0211310000	0.0202112500
-1.3460500000	-1.3445120000	-0.0188155000	-0.0031900000
-1.3441200000	-1.3459280000	-0.0245545000	-0.0159632500
-1.3415200000	-1.3486490000	-0.0312695000	0.0082895000
-1.3657100000	-1.3553380000	-0.0262565000	0.0448972500
-1.3547000000	-1.3556690000	-0.0140175000	0.0480570000
-1.3539800000	-1.3558500000	-0.0090420000	0.0152705000
-1.3569900000	-1.3561210000	-0.0118020000	-0.0191845000
-1.3534900000	-1.3574830000	-0.0190190000	-0.0258530000
-1.3636100000	-1.3610870000	-0.0218500000	-0.0038940000
-1.3656900000	-1.3632070000	-0.0190295000	0.0256717500
-1.3610800000	-1.3640950000	-0.0156045000	0.0524727500
-1.3664400000	-1.3664300000	-0.0091935000	0.0714252500
-1.3687600000	-1.3672620000	0.0011540000	0.0698127500
-1.3731700000	-1.3666730000	0.0104105000	0.0431805000
-1.3572800000	-1.3630410000	0.0118450000	0.0086225000
-1.3555300000	-1.3622780000	0.0068850000	-0.0101712500
-1.3751300000	-1.3642410000	0.0065265000	-0.0150967500
-1.3626700000	-1.3619670000	0.0078830000	-0.0223755000
-1.3482100000	-1.3593040000	0.0018220000	-0.0231492500
-1.3667800000	-1.3620270000	-0.0027310000	-0.0054680000
-1.3661700000	-1.3625880000	0.0004395000	0.0136727500
-1.3617200000	-1.3617600000	0.0046025000	0.0175587500
-1.3559900000	-1.3602650000	0.0062990000	0.0078427500
-1.3596200000	-1.3599670000	0.0042740000	-0.0003792500
