1.0012500000	1.0012500000	0.0027850000	0.0012900000
1.0015100000	1.0015100000	0.0027850000	0.0012900000
1.0017900000	1.0018070000	0.0030430000	0.0019652500
1.0021000000	1.0021170000	0.0032430000	0.0021460000
1.0024400000	1.0024530000	0.0034740000	0.0022945000
1.0028000000	1.0028120000	0.0037055000	0.0023425000
1.0031800000	1.0031940000	0.0039430000	0.0024012500
1.0035800000	1.0035990000	0.0041865000	0.0024422500
1.0040200000	1.0040310000	0.0044340000	0.0024687500
1.0044700000	1.0044860000	0.0046825000	0.0024785000
1.0049500000	1.0049670000	0.0049315000	0.0024775000
1.0054600000	1.0054730000	0.0051780000	0.0024767500
1.0059900000	1.0060030000	0.0054245000	0.0024835000
1.0065400000	1.0065570000	0.0056740000	0.0024892500
1.0071200000	1.0071370000	0.0059255000	0.0024807500
1.0077300000	1.0077430000	0.0061735000	0.0024587500
1.0083600000	1.0083730000	0.0064160000	0.0024420000
1.0090100000	1.0090260000	0.0066580000	0.0024440000
1.0096900000	1.0097040000	0.0069025000	0.0024607500
1.0103900000	1.0104060000	0.0071505000	0.0024785000
1.0111200000	1.0111340000	0.0074000000	0.0024855000
1.0118700000	1.0118860000	0.0076495000	0.0024785000
1.0126500000	1.0126640000	0.0078975000	0.0024610000
1.0134500000	1.0134660000	0.0081420000	0.0024457500
1.0142800000	1.0142930000	0.0083840000	0.0024490000
1.0151300000	1.0151430000	0.0086270000	0.0024770000
1.0160000000	1.0160170000	0.0088770000	0.0025137500
1.0169000000	1.0169170000	0.0091335000	0.0025292500
1.0178300000	1.0178440000	0.0093895000	0.0025082500
1.0187800000	1.0187960000	0.0096390000	0.0024647500
1.0197600000	1.0197730000	0.0098810000	0.0024300000
1.0207600000	1.0207730000	0.0101190000	0.0024300000
1.0217800000	1.0217960000	0.0103610000	0.0024647500
1.0228300000	1.0228440000	0.0106105000	0.0025082500
1.0239000000	1.0239170000	0.0108665000	0.0025292500
1.0250000000	1.0250170000	0.0111230000	0.0025137500
1.0261300000	1.0261430000	0.0113730000	0.0024770000
1.0272800000	1.0272930000	0.0116160000	0.0024490000
1.0284500000	1.0284660000	0.0118580000	0.0024457500
1.0296500000	1.0296640000	0.0121025000	0.0024612500
1.0308700000	1.0308860000	0.0123505000	0.0024802500
1.0321200000	1.0321340000	0.0126000000	0.0024925000
1.0333900000	1.0334060000	0.0128500000	0.0024965000
1.0346900000	1.0347040000	0.0131000000	0.0024925000
1.0360100000	1.0360260000	0.0133495000	0.0024802500
1.0373600000	1.0373740000	0.0135975000	0.0024610000
1.0387300000	1.0387460000	0.0138420000	0.0024440000
1.0401300000	1.0401430000	0.0140840000	0.0024417500
1.0415500000	1.0415630000	0.0143265000	0.0024572500
1.0429900000	1.0430070000	0.0145745000	0.0024750000
1.0444600000	1.0444770000	0.0148255000	0.0024750000
1.0459600000	1.0459730000	0.0150735000	0.0024572500
1.0474800000	1.0474930000	0.0153160000	0.0024417500
1.0490200000	1.0490360000	0.0155580000	0.0024437500
1.0505900000	1.0506040000	0.0158025000	0.0024592500
1.0521800000	1.0521960000	0.0160505000	0.0024730000
1.0538000000	1.0538140000	0.0162995000	0.0024727500
1.0554400000	1.0554560000	0.0165475000	0.0024575000
1.0571100000	1.0571240000	0.0167920000	0.0024362500
1.0588000000	1.0588150000	0.0170335000	0.0024202500
1.0605200000	1.0605310000	0.0172740000	0.0024110000
